method,baseline_method,condition,n_baseline,n_recovery,baseline_success_rate,recovery_success_rate,delta,ci_lo,ci_hi,p_value,test_type,p_value_bh,significant_bh,comparison
sac_her_recovery_v4_hx6,sac_her_recovery_v4,contact_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,clean,450,450,1.0,1.0,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,sensor_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,sensor_bias,450,450,0.022222222222222223,0.02666666666666667,0.004444444444444445,-0.011111111111111112,0.02,0.79052734375,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,action_clipping,450,450,0.9911111111111112,0.9911111111111112,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,action_delay,450,450,0.9377777777777778,0.9377777777777778,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,action_reversal,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,goal_spoof_immediate,450,450,0.08444444444444445,0.09555555555555556,0.011111111111111113,-0.02444444444444445,0.048888888888888885,0.6399729317539425,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,goal_spoof_midep,450,450,0.12444444444444444,0.12,-0.004444444444444445,-0.044444444444444425,0.03555555555555555,0.9132023622245976,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,object_pose_spoof,450,450,0.2511111111111111,0.24222222222222223,-0.00888888888888889,-0.06666666666666665,0.04444444444444445,0.8181059679029429,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,grip_state_falsification,450,450,0.18222222222222223,0.18222222222222223,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v4_hx2,contact_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,clean,450,450,0.9977777777777778,1.0,0.0022222222222222365,0.0,0.00666666666666671,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,sensor_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,sensor_bias,450,450,0.02666666666666667,0.02666666666666667,0.0,-0.015555555555555555,0.015555555555555555,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,action_clipping,450,450,0.98,0.9911111111111112,0.011111111111111183,-0.004444444444444473,0.02666666666666662,0.266845703125,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,action_delay,450,450,0.9177777777777778,0.9377777777777778,0.020000000000000018,-0.002277777777777771,0.0444444444444444,0.13604594767093658,paired_mcnemar,0.8551459567887443,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,action_reversal,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,goal_spoof_immediate,450,450,0.11555555555555555,0.09555555555555556,-0.01999999999999999,-0.06,0.01999999999999999,0.3856694201192796,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,goal_spoof_midep,450,450,0.10888888888888888,0.12,0.011111111111111113,-0.02888888888888888,0.05111111111111111,0.664645490413214,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,object_pose_spoof,450,450,0.23777777777777778,0.24222222222222223,0.004444444444444445,-0.05111111111111111,0.05777777777777779,0.9362204013023142,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,grip_state_falsification,450,450,0.2688888888888889,0.18222222222222223,-0.08666666666666667,-0.11999999999999997,-0.053333333333333344,2.706279703008907e-07,paired_mcnemar,1.190763069323919e-05,True,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v2,contact_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,clean,450,450,0.9911111111111112,1.0,0.008888888888888835,0.0022222222222222365,0.01777777777777778,0.125,paired_mcnemar,0.8551459567887443,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,sensor_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,sensor_bias,450,450,0.028888888888888888,0.02666666666666667,-0.002222222222222219,-0.017777777777777778,0.013333333333333332,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,action_clipping,450,450,0.96,0.9911111111111112,0.0311111111111112,0.011111111111111183,0.053333333333333344,0.004343509674072266,paired_mcnemar,0.038222885131835936,True,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,action_delay,450,450,0.8911111111111111,0.9377777777777778,0.046666666666666745,0.01777777777777778,0.0755555555555556,0.0030876764615186394,paired_mcnemar,0.033964441076705036,True,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,action_reversal,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,goal_spoof_immediate,450,450,0.12222222222222222,0.09555555555555556,-0.026666666666666658,-0.06666666666666665,0.013333333333333322,0.2298644069691203,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,goal_spoof_midep,450,450,0.12444444444444444,0.12,-0.004444444444444445,-0.04666666666666666,0.03777777777777777,0.9179230673157438,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,object_pose_spoof,450,450,0.2288888888888889,0.24222222222222223,0.013333333333333336,-0.04000000000000001,0.06666666666666665,0.6909249767024584,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,grip_state_falsification,450,450,0.26,0.18222222222222223,-0.07777777777777778,-0.11111111111111113,-0.04666666666666666,7.665168380445453e-06,paired_mcnemar,0.00016863370436979996,True,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her_recovery_v3,contact_dropout,450,450,0.03333333333333333,0.028888888888888888,-0.004444444444444445,-0.011111111111111113,0.0,0.5,paired_mcnemar,1.0,False,vs_v4_hx2_v2_v3
sac_her_recovery_v4_hx6,sac_her,clean,450,450,0.9977777777777778,1.0,0.0022222222222222365,0.0,0.00666666666666671,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,sensor_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,sensor_bias,450,450,0.03111111111111111,0.02666666666666667,-0.004444444444444442,-0.020000000000000004,0.011111111111111113,0.79052734375,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,action_clipping,450,450,0.9888888888888889,0.9911111111111112,0.0022222222222222365,0.0,0.00666666666666671,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,action_delay,450,450,0.9244444444444444,0.9377777777777778,0.01333333333333342,0.0,0.026666666666666727,0.109375,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,action_reversal,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,goal_spoof_immediate,450,450,0.08444444444444445,0.09555555555555556,0.011111111111111113,-0.02444444444444445,0.04672222222222142,0.6353076420876663,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,goal_spoof_midep,450,450,0.10444444444444445,0.12,0.015555555555555545,-0.024444444444444435,0.05777777777777776,0.5202915935750735,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,object_pose_spoof,450,450,0.2644444444444444,0.24222222222222223,-0.0222222222222222,-0.0777777777777778,0.03555555555555556,0.49516885828843854,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,grip_state_falsification,450,450,0.19777777777777777,0.18222222222222223,-0.015555555555555545,-0.03555555555555556,0.004444444444444445,0.21003961563110352,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx6,sac_her,contact_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_sac_her
