method,baseline_method,condition,n_baseline,n_recovery,baseline_success_rate,recovery_success_rate,delta,ci_lo,ci_hi,p_value,test_type,p_value_bh,significant_bh,comparison
sac_her_recovery_v4_hx3,sac_her_recovery_v4_hx2,goal_spoof_midep,450,450,0.12444444444444444,0.08666666666666667,-0.03777777777777777,-0.07777777777777778,0.0022222222222222227,0.08568897435916664,paired_mcnemar,0.628385811967222,False,vs_v4_or_hx2
sac_her_recovery_v4_hx3,sac_her_recovery_v4_hx2,object_pose_spoof,450,450,0.2511111111111111,0.26,0.00888888888888889,-0.04888888888888887,0.06444444444444444,0.8159682796071847,paired_mcnemar,1.0,False,vs_v4_or_hx2
sac_her_recovery_v4_hx3,sac_her_recovery_v4_hx2,grip_state_falsification,450,450,0.18222222222222223,0.19111111111111112,0.00888888888888889,-0.0022222222222222365,0.022222222222222227,0.2890625,paired_mcnemar,1.0,False,vs_v4_or_hx2
sac_her_recovery_v4_hx3,sac_her_recovery_v4_hx2,contact_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_v4_or_hx2
sac_her_recovery_v4_hx3,sac_her,clean,450,450,0.9977777777777778,1.0,0.0022222222222222365,0.0,0.00666666666666671,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,sensor_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,sensor_bias,450,450,0.03111111111111111,0.028888888888888888,-0.0022222222222222227,-0.013333333333333336,0.00888888888888889,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,action_clipping,450,450,0.9888888888888889,0.9911111111111112,0.0022222222222222365,0.0,0.00666666666666671,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,action_delay,450,450,0.9244444444444444,0.9377777777777778,0.01333333333333342,0.0,0.026666666666666727,0.109375,paired_mcnemar,0.6015625,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,action_reversal,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,goal_spoof_immediate,450,450,0.08444444444444445,0.12222222222222222,0.03777777777777777,-0.0022222222222222227,0.07555555555555557,0.07478815428283364,paired_mcnemar,0.6015625,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,goal_spoof_midep,450,450,0.10444444444444445,0.08666666666666667,-0.01777777777777778,-0.05555555555555555,0.020000000000000004,0.42219110499231566,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,object_pose_spoof,450,450,0.2644444444444444,0.26,-0.0044444444444444176,-0.06222222222222221,0.05111111111111111,0.9385334053888003,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,grip_state_falsification,450,450,0.19777777777777777,0.19111111111111112,-0.006666666666666654,-0.024444444444444435,0.0111111111111111,0.629058837890625,paired_mcnemar,1.0,False,vs_sac_her
sac_her_recovery_v4_hx3,sac_her,contact_dropout,450,450,0.028888888888888888,0.028888888888888888,0.0,0.0,0.0,1.0,paired_mcnemar,1.0,False,vs_sac_her
